"NOME","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DUM","DPP","SEMANA_GESTACIONAL","LOCAL","PROFISSIONAL"
"THAINA PEREIRA MACIEL","707809602534014",,,"1989-10-12","MARIA DO PERPETUO SOCORRO FURTADO PEREIRA","1604","2019-10-29","2019-12","2","ATIVO",,"2",,,,,,,
"EUDIANE SHIRLEY FERNANDES CORREA","700501998435857",,,"1985-12-20","HELOISA HELENA FERNANDES CORREA","1793","2018-08-07","2019-12","2","ATIVO",,"3",,,,,,,
"RITA DE CASSIA RIBEIRO ROCHA","701005876082999",,,"1982-05-11","MARIA ANTUNES RIBEIRO ROCHA","1806","2018-10-23","2019-12","2","ATIVO",,"1",,,,,,,
"RITA DE CASSIA RIBEIRO ROCHA","701005876082999",,,"1982-05-11","MARIA ANTUNES RIBEIRO ROCHA","1806","2018-10-23","2019-12","2","ATIVO",,"3",,,,,,,
"RITA DE CASSIA RIBEIRO ROCHA","701005876082999",,,"1982-05-11","MARIA ANTUNES RIBEIRO ROCHA","1806","2019-09-09","2019-12","2","ATIVO",,"1",,,,,,,
"RITA DE CASSIA RIBEIRO ROCHA","701005876082999",,,"1982-05-11","MARIA ANTUNES RIBEIRO ROCHA","1806","2018-10-23","2019-12","2","INATIVO",,"3",,,,,,,
"RITA DE CASSIA RIBEIRO ROCHA","701005876082999",,,"1982-05-11","MARIA ANTUNES RIBEIRO ROCHA","1806","2018-10-23","2019-12","2","INATIVO",,"3",,,,,,,
"RITA DE CASSIA RIBEIRO ROCHA","701005876082999",,,"1982-05-11","MARIA ANTUNES RIBEIRO ROCHA","1806","2019-09-09","2019-12","2","INATIVO",,"1",,,,,,,
"GESSILANA OLIVEIRA BARBOSA","708204110839848","01657254275",,"1993-11-12","ROSIMAR REGES DE OLIVEIRA","1814","2018-07-25","2019-12","2","ATIVO",,"2",,,,,,,
"CRISTIANE AURELIANO DE OLIVEIRA","705601415220018","80439179220",,"1980-06-15","MARIA LUIZA REBOUCAS NASCIMENTO","1834","2019-07-03","2019-12","2","ATIVO",,"1",,,,,,,
"JOCIANE PEREIRA FERNANDES","700000071488108","69860971234","16288016471","1981-06-15","FRANCISCA PEREIRA FERNANDES","1865","2019-02-15","2019-12","2","INATIVO",,"2",,,,,,,
"JOCIANE PEREIRA FERNANDES","700000071488108","69860971234","16288016471","1981-06-15","FRANCISCA PEREIRA FERNANDES","1865","2019-06-26","2019-12","2","INATIVO",,"3",,,,,,,
"LAYZSTHINER STHENIA RODRIGUES LIMA","704604621273428",,"20449681550","1993-12-10","IRENILZA RODRIGUES NASCIMENTO","1907","2018-10-04","2019-12","2","INATIVO",,"1",,,,,,,
"LAYZSTHINER STHENIA RODRIGUES LIMA","704604621273428",,"20449681550","1993-12-10","IRENILZA RODRIGUES NASCIMENTO","1907","2019-11-07","2019-12","2","INATIVO",,"2",,,,,,,
"MANUELA LUIZA DA SILVA","708002555138730","03517636274","16506319578","1998-10-09","OLINDA MARIA LUIZA","2027","2019-11-21","2019-12","2","ATIVO",,"1",,,,,,,
"PAULA LAVINA SOUZA OLIVEIRA","704105018322450","03718520214",,"1998-08-23","GERLANE CRUZ SOUZA","2062","2019-04-09","2019-12","2","INATIVO",,"2",,,,,,,
"PAULA LAVINA SOUZA OLIVEIRA","704105018322450","03718520214",,"1998-08-23","GERLANE CRUZ SOUZA","2062","2019-08-01","2019-12","2","INATIVO",,"3",,,,,,,
"FRANCISCA CLAUDIA DA SILVA SOUSA","700000423343607",,,"1993-04-29","FRANCISCA DA CONCEICAO DA SILVA","2092","2019-05-10","2019-12","2","INATIVO",,"3",,,,,,,
"FRANCISCA CLAUDIA DA SILVA SOUSA","700000423343607",,,"1993-04-29","FRANCISCA DA CONCEICAO DA SILVA","2092","2018-11-27","2019-12","2","INATIVO",,"1",,,,,,,
"MYRTH CHARSSIANY OLIVEIRA SOLIGO","705009248610159","00147736277",,"1990-08-16","MARIA SENA DE OLIVEIRA","2104","2019-06-04","2019-12","2","ATIVO",,"3",,,,,,,
"ROSIANE MELO TAVARES","700807413149289","85237086268",,"1983-08-22","MARIA OZETE MELO","2269","2019-01-07","2019-12","2","INATIVO",,"1",,,,,,,
"ROSIANE MELO TAVARES","700807413149289","85237086268",,"1983-08-22","MARIA OZETE MELO","2269","2019-06-19","2019-12","2","INATIVO",,"2",,,,,,,
"IRIS DAIANA LIRA DA SILVA","708201610198342",,,"1982-07-22","DESCONHECE MAE","2327","2019-10-15","2019-12","2","ATIVO",,"3",,,,,,,
"RAILANE SOUZA SALAZAR","706808256881522",,,"1996-11-20","CLEUDA DA CONCEICAO SILVA","2330","2019-01-08","2019-12","2","ATIVO",,"3",,,,,,,
"RAILANE SOUZA SALAZAR","706808256881522",,,"1996-11-20","CLEUDA DA CONCEICAO SILVA","2330","2019-05-22","2019-12","2","ATIVO",,"1",,,,,,,
"LENIR RAQUEL DE SOUSA MATOS","704204261723684",,,"1983-04-18","MARIA DO DESTERRO DE SOUSA MATOS","2367","2019-01-18","2019-12","2","ATIVO",,"1",,,,,,,
"LUANA ALVES DO ROSARIO DA SILVA","705607403322517",,"20173680830","1997-04-05","CIBELONIA ALVES DO ROSARIO","2380","2019-01-03","2019-12","2","INATIVO",,"3",,,,,,,
"YASMIN DA SILVA ARAUJO","700003235957809",,,"1992-11-24","JULIETA HONORATO DA SILVA","2452","2019-05-31","2019-12","2","ATIVO",,"3",,,,,,,
"KATIELY SILVA ALMEIDA","702901575895075",,,"1996-08-26","ROSILENE SILVA","2607","2019-01-29","2019-12","2","ATIVO",,"1",,,,,,,
"MARCELANE DA SILVA BALAO","706702549032915",,,"1981-10-19","MARIA DE NAZARE BANDEIRA DA SILVA","2636","2018-11-21","2019-12","2","ATIVO",,"3",,,,,,,
"MARCELANE DA SILVA BALAO","706702549032915",,,"1981-10-19","MARIA DE NAZARE BANDEIRA DA SILVA","2636","2019-05-24","2019-12","2","ATIVO",,"1",,,,,,,
"BRUNA CRECIA LOURENCO SOARES","706907196011932",,,"1997-11-20","JUCICLEIA LOURENCO PEREIRA","2728","2018-09-18","2019-12","2","INATIVO",,"3",,,,,,,
"BRUNA CRECIA LOURENCO SOARES","706907196011932",,,"1997-11-20","JUCICLEIA LOURENCO PEREIRA","2728","2019-05-17","2019-12","2","INATIVO",,"1",,,,,,,
"SIMONE OLIVEIRA DA SILVA","700503507952254","78924316249","16599487689","1985-01-10","HELENA MARIA OLIVEIRA DA SILVA","2732","2018-08-15","2019-12","2","ATIVO",,"3",,,,,,,
"NAIARA BARBOSA DA SILVA","701000834614998","00504784277",,"1991-11-18","MARLENE BARBOSA DA SILVA","2758","2018-08-03","2019-12","2","INATIVO",,"1",,,,,,,
"NAIARA BARBOSA DA SILVA","701000834614998","00504784277",,"1991-11-18","MARLENE BARBOSA DA SILVA","2758","2019-11-27","2019-12","2","INATIVO",,"3",,,,,,,
"SORAIA OLIVEIRA SILVA","706705535461412","01220081205",,"1988-06-22","MARIA SILVANA DE OLIVEIRA SILVA","2789","2018-10-31","2019-12","2","ATIVO",,"3",,,,,,,
"JANECY BRAZ DUARTE","706206006898766",,,"1994-10-01","MARACI BRAZ","2953","2018-12-18","2019-12","2","INATIVO",,"3",,,,,,,
"JANECY BRAZ DUARTE","706206006898766",,,"1994-10-01","MARACI BRAZ","2953","2019-05-29","2019-12","2","INATIVO",,"1",,,,,,,
"LEIDIANE DA SILVA BARROS","704602642976329",,,"1993-06-25","LORENI JOSE DA SILVA","2987","2019-11-05","2019-12","2","ATIVO",,"1",,,,,,,
"INAYARA DE OLIVEIRA PINHEIRO","898004108299657",,,"1997-09-15","MARIA CLAUDIA","2995","2019-08-27","2019-12","2","ATIVO",,"1",,,,,,,
"NUBIANA DA SILVA MELO","707408010058775","02254289209","20988576699","1993-04-25","LUCILENE DA SILVA CRUZ","3049","2018-07-26","2019-12","2","ATIVO",,"3",,,,,,,
"EVELYN DAYANE VIANA NEVES","701100818419980","00508147298",,"1991-10-21","SANTISSIMA VIANA DE ALMEIDA","3115","2018-08-14","2019-12","2","INATIVO",,"2",,,,,,,
"IRNAIRA DE SOUZA MARQUES","700007413343201",,"20452444475","1994-09-04","MARIA LUCIA DE SOUZA MARQUES","3224","2018-08-30","2019-12","2","INATIVO",,"2",,,,,,,
"GEISA DE OLIVEIRA LANCONI","702407034350628","66931266268",,"1979-11-25","VALDECIRIA SILVA DE OLIVEIRA","3300","2019-09-09","2019-12","2","ATIVO",,"1",,,,,,,
"ANDRIELY ALINE MACHADO ALVES","702806670939969",,,"1998-10-15","ANA CLAUDIA SOUZA MACHADO","3315","2019-10-29","2019-12","2","INATIVO",,"2",,,,,,,
"MARCIA VILHENA DE OLIVEIRA","704105150869070",,,"1982-03-07","JOVITA DO SOCORRO VILHENADE OLIVEIRA","3325","2018-08-08","2019-12","2","ATIVO",,"2",,,,,,,
"ELISAMA THALITA DA SILVA SOUZA","700507528369454","00155283243",,"1995-09-05","FRANCISCA DA SILVA SOUZA","3342","2019-07-23","2019-12","2","ATIVO",,"2",,,,,,,
"LEILDA GOMES SOUSA","706202005317464","99051044291",,"1987-07-29","MARIA RITA GOMES SOUSA","3345","2018-08-15","2019-12","2","INATIVO",,"3",,,,,,,
"MONICA RAYSSA LIMA PINTO DOS SANTOS","706201596790468","00390842214","16444384002","2002-01-22","NINA LENI LIMA DA SILVA","3395","2019-06-07","2019-12","2","ATIVO",,"3",,,,,,,
"DEUZIANE SOUZA URBANO","700002781130405","81403585253","12601847664","1982-10-25","VALDEIA NASCIMENTO DE SOUZA","3408","2018-12-28","2019-12","2","INATIVO",,"2",,,,,,,
"DEUZIANE SOUZA URBANO","700002781130405","81403585253","12601847664","1982-10-25","VALDEIA NASCIMENTO DE SOUZA","3408","2019-10-21","2019-12","2","INATIVO",,"2",,,,,,,
"LUYULLA LIMA AGUIAR","700504706344956",,,"2000-07-29","MARIA DE JESUS FARIAS LIMA","3586","2019-06-19","2019-12","2","ATIVO",,"1",,,,,,,
"MAXIE BETANIA CUNZO PATETE","708204113116642","71092918124",,"1993-10-08","XIOMARA INDIRA PATETE MORENO","3609","2018-10-16","2019-12","2","INATIVO",,"1",,,,,,,
"MAXIE BETANIA CUNZO PATETE","708204113116642","71092918124",,"1993-10-08","XIOMARA INDIRA PATETE MORENO","3609","2019-05-17","2019-12","2","INATIVO",,"1",,,,,,,
"JESSIANE MACIEL LIMA","704602172202020","00830258205","16258057994","1995-05-02","SIDILENE MACIEL","3616","2019-02-28","2019-12","2","INATIVO",,"3",,,,,,,
"JESSIANE MACIEL LIMA","704602172202020","00830258205","16258057994","1995-05-02","SIDILENE MACIEL","3616","2019-06-05","2019-12","2","INATIVO",,"3",,,,,,,
"JANDERLANE PAULI","700101954524513","01409015238",,"1993-08-13","JANETE MARIA PAULI","3654","2019-01-16","2019-12","2","INATIVO",,"1",,,,,,,
"JANDERLANE PAULI","700101954524513","01409015238",,"1993-08-13","JANETE MARIA PAULI","3654","2019-06-05","2019-12","2","INATIVO",,"3",,,,,,,
"ELIZABETE FRANCA CARVALHO","703003802655973",,,"1981-02-24","EUZAMAR FERREIRA FRANCA","3671","2018-09-18","2019-12","2","ATIVO",,"1",,,,,,,
"ELIZABETE FRANCA CARVALHO","703003802655973",,,"1981-02-24","EUZAMAR FERREIRA FRANCA","3671","2019-05-22","2019-12","2","ATIVO",,"2",,,,,,,
"LARISSA LORRANYLOPES DE CARVALHO","898004200450889",,,"1998-01-18","ROSIANE MOURA LOPES","3716","2019-06-24","2019-12","2","INATIVO",,"3",,,,,,,
"INGRIDIS PORFIRIO DA SILVA","702808697146163","02232992276",,"1992-01-18","MARIA CINTIA DA SILVA","3777","2018-11-28","2019-12","2","INATIVO",,"3",,,,,,,
"INGRIDIS PORFIRIO DA SILVA","702808697146163","02232992276",,"1992-01-18","MARIA CINTIA DA SILVA","3777","2019-05-10","2019-12","2","INATIVO",,"2",,,,,,,
"DAYSELANE ALEXA FERREIRA CARDOSO","704209273234084",,,"1994-02-18","DOMINGOS FERREIRA CARDOSO","3802","2019-09-10","2019-12","2","ATIVO",,"1",,,,,,,
"ROSILEILA FERREIRA DA COSTA","707804629411210",,,"1982-07-29","SUELI FERREIRA DA COSTA","3830","2019-08-09","2019-12","2","ATIVO",,"2",,,,,,,
"ROSANA GUERREIRO MARINHO","706004397013741",,,"1986-02-04","MARIA EVA GUERREIRO DA ROCHA","3836","2018-09-04","2019-12","2","INATIVO",,"3",,,,,,,
"JACILMA KELLY FERNANDES LIMA","700501121089852","01170981240",,"1993-06-30","MARIA JOSE MESQUITA FERNANDES","3876","2018-08-15","2019-12","2","ATIVO",,"1",,,,,,,
"JACILMA KELLY FERNANDES LIMA","700501121089852","01170981240",,"1993-06-30","MARIA JOSE MESQUITA FERNANDES","3876","2019-10-15","2019-12","2","ATIVO",,"2",,,,,,,
"ANDREZA BRITO BARBALHO","700906962089399",,,"1994-05-03","MARIA DO CARMO BRITO DE SOUZA","3886","2019-02-11","2019-12","2","ATIVO",,"2",,,,,,,
"ANDREZA BRITO BARBALHO","700906962089399",,,"1994-05-03","MARIA DO CARMO BRITO DE SOUZA","3886","2019-05-30","2019-12","2","ATIVO",,"3",,,,,,,
"KARINE DE JESUS DA SILVA RIBEIRO","702804642052864",,,"1990-12-02","VALDIRENI DA CONCEICAO DE JESUS","3887","2019-11-19","2019-12","2","ATIVO",,"1",,,,,,,
"ELISANGELA SOUZA CASTRO","706306143513180",,,"1984-10-25","MARIA IVA SOUZA CASTRO","3945","2019-07-03","2019-12","2","ATIVO",,"3",,,,,,,
"MARIA IZABEL SILVA DAS CHAGAS","898002745314833",,,"2002-02-02","MARIA DO SOCORRO SILVA DE PAULA","4023","2018-09-14","2019-12","2","ATIVO",,"2",,,,,,,
"NATALIA SILVA SOUZA","898002792567122",,,"1999-03-18","SILVANIA COUTINHO DA SILVA","4075","2018-12-05","2019-12","2","INATIVO",,"1",,,,,,,
"NATALIA SILVA SOUZA","898002792567122",,,"1999-03-18","SILVANIA COUTINHO DA SILVA","4075","2019-06-04","2019-12","2","INATIVO",,"1",,,,,,,
"GISLANE GOMES VIEIRA","703105387451660","03444150237","16305716944","1999-12-09","ROSINEIDE GOMES","4093","2018-09-24","2019-12","2","ATIVO",,"3",,,,,,,
"ALDILENE PEREIRA DA SILVA","705001262858157",,,"1985-11-01","LAURA PEREIRA","4217","2019-10-15","2019-12","2","ATIVO",,"2",,,,,,,
"ELISANI DINIZ DA SILVA","702802147390163",,,"1989-11-12","ERCELINA DINIZ DA SILVA","4248","2019-01-16","2019-12","2","ATIVO",,"1",,,,,,,
"ELISANI DINIZ DA SILVA","702802147390163",,,"1989-11-12","ERCELINA DINIZ DA SILVA","4248","2019-06-30","2019-12","2","ATIVO",,"1",,,,,,,
"LEONILDE OLIVEIRA MANDUCA","700307985465334",,,"1991-12-31","IRANILSE DE SOUSA OLIVEIRA","4277","2018-09-13","2019-12","2","ATIVO",,"3",,,,,,,
"DAMARIS PINHEIRO DE MATOS","700004199770709","01213662273",,"1999-07-19","KENYA APARECIDA DE MATOS","4324","2019-09-12","2019-12","2","ATIVO",,"2",,,,,,,
"ESTER DE OLIVEIRA RIBEIRO","700501731722850",,,"1996-04-15","WILCILENE DE OLIVEIRA RIBEIRO","4335","2019-05-16","2019-12","2","ATIVO",,"1",,,,,,,
"ESTER DE OLIVEIRA RIBEIRO","700501731722850",,,"1996-04-15","WILCILENE DE OLIVEIRA RIBEIRO","4335","2019-02-06","2019-12","2","ATIVO",,"1",,,,,,,
"VIVIAN MARIA COLARES DOS SANTOS","704205731948483",,,"1984-10-16","RAIMUNDA COLARES DE ARAUJO","4346","2019-03-30","2019-12","2","ATIVO",,"3",,,,,,,
"VIVIAN MARIA COLARES DOS SANTOS","704205731948483",,,"1984-10-16","RAIMUNDA COLARES DE ARAUJO","4346","2019-05-27","2019-12","2","ATIVO",,"2",,,,,,,
"MELISSA JOSE DA SILVA","703007896147075","04379846210",,"2001-06-09","MARLENE PINHO MOISES","4382","2018-11-06","2019-12","2","ATIVO",,"2",,,,,,,
"DAIANA NUNES DE OLIVEIRA","700807497476685",,,"1993-12-14","DIRCILENE NUNES DE SOUZA","4397","2019-08-16","2019-12","2","ATIVO",,"3",,,,,,,
"VERA SOUZA DE ASSIS","707406043589573","04637008212",,"1999-01-21","ROSIMEIRE DE SOUZA SANTANA","4447","2019-05-16","2019-12","2","ATIVO",,"3",,,,,,,
"IRACEMA SOUZA DE ASSIS","709800026977894",,,"1996-01-08","ROSIMEIRE DE SOUZA SANTANA","4455","2019-08-05","2019-12","2","ATIVO",,"1",,,,,,,
"KEITIANE MAGALHAES DE PINHO","702303550624520",,,"1997-06-02","ANA CRISTINA ANDRADE MAGALHAES","4474","2019-02-23","2019-12","2","INATIVO",,"1",,,,,,,
"KEITIANE MAGALHAES DE PINHO","702303550624520",,,"1997-06-02","ANA CRISTINA ANDRADE MAGALHAES","4474","2019-05-16","2019-12","2","INATIVO",,"2",,,,,,,
"FELICIA BEVIS DAMAZIO","700501948770954",,,"1977-08-02","DESCONHECE MAE","4492","2019-02-05","2019-12","2","INATIVO",,"3",,,,,,,
"FELICIA BEVIS DAMAZIO","700501948770954",,,"1977-08-02","DESCONHECE MAE","4492","2019-08-30","2019-12","2","INATIVO",,"3",,,,,,,
"LUCIVANIA DAMAZIO LOPES","709705043823390",,,"1996-09-06","FELICIA BEVIS DAMAZIO","4493","2019-07-29","2019-12","2","ATIVO",,"3",,,,,,,
"LUIZA HELENA DAVID MARTINS","898003984352117",,,"1997-06-13","ELIZABET DA SILVA DAVID MARTINS","4601","2018-08-30","2019-12","2","ATIVO",,"2",,,,,,,
"LOLITA AZEVEDO","705005807872350","55510140291","15661308276","1990-08-26","FRANCISCA AZEVEDO","4614","2019-02-04","2019-12","2","INATIVO",,"2",,,,,,,
"LOLITA AZEVEDO","705005807872350","55510140291","15661308276","1990-08-26","FRANCISCA AZEVEDO","4614","2019-05-24","2019-12","2","INATIVO",,"1",,,,,,,
"JUCIARA DE OLIVEIRA AMARANTE","705008425834258",,"20345686696","1996-10-15","JURACY DE OLIVEIRA AMARANTE","4646","2019-03-28","2019-12","2","INATIVO",,"2",,,,,,,
"JUCIARA DE OLIVEIRA AMARANTE","705008425834258",,"20345686696","1996-10-15","JURACY DE OLIVEIRA AMARANTE","4646","2019-05-23","2019-12","2","INATIVO",,"2",,,,,,,
"JAYNNE HELENA DE SOUSA LIMA","700808969513385","03166405224",,"1995-09-19","ANTONIA CORREIA DE SOUSA","4706","2019-10-18","2019-12","2","ATIVO",,"3",,,,,,,
"THALEYA REGINA CUNHA MENEZES","706302705279378",,,"1996-08-20","PAULA PATRICIA CUNHA DE FREITAS","4739","2019-10-29","2019-12","2","ATIVO",,"1",,,,,,,
"MARIA DE JESUS TEIXEIRA DOS SANTOS","709007814488115","82747091287",,"1986-05-05","DARCY TEIXEIRA","4795","2018-08-29","2019-12","2","INATIVO",,"2",,,,,,,
"ROMELIA LIA DA SILVA KAITAN","700505520669651",,,"1992-03-19","JOSEFINA DA SILVA","4832","2018-08-10","2019-12","2","ATIVO",,"3",,,,,,,
"JOSEANE MANA DASILVA","704207772437884",,,"1996-11-15","JOSEFINA DA SILVA","4844","2018-12-19","2019-12","2","INATIVO",,"2",,,,,,,
"FERNANDA PEREIRA SILVA","702400546127425",,,"1999-07-07","GILVANA MATOS PEREIRA","4869","2019-09-24","2019-12","2","ATIVO",,"2",,,,,,,
